,label,name,party,wahlkreis,x,y,digital,familie,demokratie,natur,arbeit,top_word_0,top_word_1,top_word_2,top_word_3,top_word_4,top_word_5,top_word_6,top_word_7,top_word_8,top_word_9,top_word_10,top_word_11,top_word_12,top_word_13,top_word_14,top_word_15,top_word_16,top_word_17,top_word_18,top_word_19,top_word_20,top_word_21,top_word_22,top_word_23,top_word_24,top_word_25,top_word_26,top_word_27,top_word_28,top_word_29,top_word_30,top_word_31,top_word_32,top_word_33,top_word_34,top_word_35,top_word_36,top_word_37,top_word_38,top_word_39
449,jens-niklaus,Jens Niklaus,SPD,Mettmann I,-20.097202,-203.72481,0.057019440255206215,0.038002541073090604,0.03562801942529658,0.0,0.04626988869959253,Wahlmöglicheiten,Gewinnverschiebung,Arbeitsort,anfallen,Arbeitnehmerschutz,Glasfaserinfrastruktur,Unternehmensgründungen,versteuern,Anpassung,Regelung,Arbeitszeit,Datenschutz,Dialog,Weiterbildung,Mitbestimmung,Gewerkschaft,Gewinn,Forschung,Arbeitnehmer,flächendeckend,stoppen,digital,Unterstützung,Möglichkeit,Arbeitsverträgen,Recht,Gestaltung,Verhinderung,Weiterentwicklung,Stabilisierung,sachgrundlosen,neu,Befristung,Schaffung,bezahlbar,gesetzlich,Wohnraum,Altersarmut,Abschaffung,Digitalisierung
450,marieluise-salm,Marie Salm,PIRATEN,Koblenz,-740.1615,366.67618,0.0,0.039393244059385615,0.10022450379065967,0.0,0.003344814565884399,gesellschaftlich,zb,Konsument,minimal,Umfassende,maximal,würdigen,umfassender,Mitwirkung,Grundhaltung,Prozeß,Vorschrift,BGE,Bürgerbeteiligung,betrachten,Lobbyismus,Vielfalt,kulturell,nötig,Transparenz,Erhalt,Teilhabe,Möglichkeit,Gesetz,Abschaffung,Entscheidung,Förderung,möglich,Freiheit,frei,Gerechtigkeit,Bildung,Bürger,gewöhnen,gewährleisten,gewähren,000,gewählt,gewiß,gewiss
451,karl-ringlstetter,Karl Ringlstetter,DIE LINKE,Straubing,24.523182,81.72847,0.0,0.0,0.0,0.03120319097038487,0.004125269229136332,Mitwelt,Begegnung,Friedensarbeit,Wahn,Begleitung,unbegrenzt,Konkurrenz,gegenseitig,Wachstum,Miteinander,Sorge,global,Schwerpunkt,Entwicklung,nachhaltig,Gerechtigkeit,gewährleisten,gesetzeswidrig,gewähren,gewähltes,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,gestern,gestalten,gesetzlich,gewaltbereiten,getrennt,gesichert,gesundheitlich,gesunde,gespalten,gesund,gesteuerte,gewaltsam,gewaltig,gewünscht,gesellschaftlich
452,matthias-ebner,Matthias Ebner,Tierschutzpartei,Stuttgart I,141.61128,-70.555756,0.006359126421291715,0.01786498628857095,0.025386290962161863,0.09032375798965553,0.015194041937055534,ersetzen,Klimawandel,Zeit,Herausforderung,daher,weltweit,zweifelsfrei,rechtfertigend,bio,pseudo,industrialisiert,UMWELT,naturkatastrophen,neoliberalen,Gegensatz,rücksichtslosen,Nr,ohnehin,Menschenrechtsverletzung,Konsum,Herzensangelegenheit,Tierversuch,konsequente,MENSCH,weit,komplett,zumindest,Gelegenheit,ethisch,Beendigung,wissenschaftlich,Ungerechtigkeit,zwingen,PARTEI,Nutzen,Wählerin,Menschheit,Neben,Flucht,Gleichberechtigung
453,karsten-teubner,Karsten U. Teubner,AfD,Erzgebirgskreis I,-753.55005,440.84793,0.0068650786616822,0.06958707615245241,0.07692138343546855,0.0,0.024852142892399842,wählen,keinerlei,Wohlstand,Gerechtigkeit,schaffen,Sicherheit,nachprüfbar,inclusive,bewußt,behelligen,hochhalten,bedingungslosem,Diät,ausgestalten,geehrt,drehen,ehrlicherweise,Erzgebirge,staunen,Überregulierung,Hotel,Leserin,Frucht,Leser,fern,nachts,Islamisierung,Glaube,schlicht,Himmel,langsam,tausend,türkisch,NEIN,Urlaub,Islam,EUR,konservativ,Zensur,behalten
454,andreas-wagner-2,Andreas Wagner,DIE LINKE,Bad Tölz - Wolfratshausen - Miesbach,234.25127,162.86201,0.02739282628709084,0.0,0.0,0.021768040740390317,0.0138685459964482,Verständigung,Welthandel,mitgestalten,Kriegseinsatz,kandidiere,Abrüstung,Stopp,lebenswerte,Waffenexport,Außerdem,Perspektive,Bundeswehr,Ende,fair,fördern,Zukunft,setzen,leben,gewähren,gewährleisten,gewähltes,gewöhnen,gewählt,gewiß,gewiss,gewaltbereiten,gewerkschaftlich,gewaltsam,gewaltig,gestalten,gewünscht,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gewinnen,000,giftig
455,konrad-kelm,Herr Konrad Kelm,DIE LINKE,Göttingen,163.25827,369.79883,0.0,0.0,0.02552249015880669,0.0,0.06165323965950799,Lager,treten,Gehalt,unterstützen,Flüchtling,anderthalb,protestiere,verteidige,Unterbringung,Vorreiterrolle,rauben,Lohn,auskömmlich,Behandlung,einnehmen,geflüchteten,einmischen,menschenwürdige,Zivilgesellschaft,Demokratisierung,geflüchteter,Dienst,Sozialleistung,Augenhöhe,anständig,zwingen,Stattdessen,Sozialismus,Bezahlung,teilhaben,prekär,betreiben,Initiative,beschäftigter,umfassend,Gewerkschaft,Verwaltung,vielfältig,gar,wohnen
456,dipl-ing-kilian-kronimus,Dipl.-Ing. Kilian Kronimus,ÖDP,Waldshut,925.4566,340.1525,0.0,0.005987810901416405,0.011608871108105231,0.004896977316040782,0.13944016585903252,Leiharbeiter,Subunternehmen,Lohndumping,Lohn,Jobs,Marktwirtschaft,insbesondere,Mindestlohn,Übermüdete,anstellen,Ökonom,Wohlstand,letzter,bekommen,Steuer,Frankreich,Aussage,regulär,anschauen,untergräbt,demontiert,straßenverkehr,Sozialbeitrag,abführen,Sozialabgabe,Berechnung,Belgien,Ruhezeit,OECD,Wegen,einst,39,minimal,Schnitt,Aufstocker,drücken,Überprüfung,Verstoß,LKW,Ludwig
457,clemens-rostock,Clemens Rostock,DIE GRÜNEN,Frankfurt (Oder) - Oder-Spree,175.89049,-294.454,0.0030584648898231764,0.06911808789581553,0.09898718353137502,0.06891238847817976,0.08914619752253262,zusammenführen,Berufsgruppe,innenversicherung,verschieden,Einklang,Einkommensart,Bereich,liberal,angehen,Leistung,profitieren,insbesondere,einführen,Natur,abschaffen,ökologisch,Bürger,Landwirtschaft,begehren,nitratbelastetem,denzentral,bürokratie,Sackgasse,Kohleausstieg,Stadtplanung,Betreuungsplatz,Finanziert,einkommensschwach,Arbeitslosengeld,Asylsystem,Stadtwerk,Defizit,Volksinitiative,Fernverkehr,umsteuern,Antibiotikum,verankerte,Steuerhinterziehung,Grundwasser,Betreuungsschlüssel
458,astrid-bergmann-hartl,Astrid Bergmann-Hartl,FREIE WÄHLER,Montabaur,273.54532,-967.7729,0.0090825717933573,0.006996303099078359,0.006464215366920878,0.0,0.012590453074779415,FREIEN,WÄHLER,seit,Region,Erhalt,ländlich,überein,interessiere,ev,wohne,Krankenschwester,aufmerksam,Bezirk,Wahlkreiskandidatin,Altpartei,Vorfeld,Landtagswahl,stellvertretend,begeistern,2004,Nord,Umstrukturierung,inakzeptabel,bürgernah,Bewohner,Obwohl,frisch,stimmen,Inhalt,bekannt,ehrlich,Wahlprogramm,Not,überzeugen,medizinisch,verbinden,Miteinander,Weg,erleben,verschieden
459,alexander-sorge,Alexander Sorge,DIE LINKE,Mansfeld,-138.71846,-177.88826,0.0010285299658008519,0.06810955757626744,0.00392893521457944,0.0,0.002191044185855864,Alexander,Sorge,alt,bedeuten,Empfehlung,Jugendalter,Jahrgang,nebst,viele,populistisch,Tempo,Bauernhof,Computer,Kommunalpolitiker,befördern,Maxime,aussprechen,einheimisch,Stadtrat,Bad,zwingen,geschehen,bewusst,Wertschätzung,kandidieren,Kind,Vater,Miteinander,Verfügung,drei,Engagement,verändern,Kraft,bereits,tun,Wahlkreis,arbeiten,jung,Region,Zeit
460,robby-schlund,Dr. Robby Schlund,AfD,Gera - Greiz - Altenburger Land,-553.37805,188.802,0.0,0.0,0.060278483572594015,0.0,0.008909538848922899,Schlund,Kultur,Dr,traditionell,Gesundheitswesen,Übergriff,überhöht,geschichtlich,nebeneinander,aufrecht,Forcierung,zuverlässig,Leuchtturm,Verfechter,Hauptaugenmerk,entschiedener,einzigartig,Altpartei,patriotisch,Kommunalpolitik,Vaterland,echte,deutsch,Mitspracherecht,Nachbarland,Vernetzung,unterscheiden,Ausrichtung,Abgabenlast,versprechen,versicherter,Sport,Volksabstimmungen,Inhalt,Wille,Aufhebung,umgekehrt,Auge,wesentlich,Kontakt
461,katharina-droge,Katharina Dröge,DIE GRÜNEN,Köln III,305.1296,125.97842,0.00764521390891663,0.0,0.01914005931008366,0.1202172860433494,0.021191244267036655,grüne,überzeugen,notwendig,Konsequenz,beitreten,2000,zuvor,Kriegseinsatz,kritisch,verfolgen,Innovation,Jugend,Bedingung,Zudem,Menschenrecht,Kampf,richtig,engagieren,Klimaschutz,davon,wählen,konsequent,bereits,weltweit,tun,Stärkung,entscheiden,Schutz,Thema,Umwelt,Gerechtigkeit,sozial,gestalten,gestern,gewähren,gesteuerte,gesund,gesunde,gewähltes,gewählt
462,martin-sichert,Martin Sichert,AfD,Nürnberg-Nord,-1071.6068,204.97403,0.021901643425097518,0.0,0.14957725448584874,0.009571038769072322,0.019174018102588036,Wahl,danach,eben,funktionieren,Demokratie,Sinn,Wert,weitergereicht,imperatives,Wohlstand,schnüren,bedürftige,hierzulande,Eurorettung,wahrsten,Bundestagswahlprogramm,einsehen,Geltung,brechen,einheimisch,versprechen,fliehen,Griechenland,ankommen,Unternehmer,abgeben,Rechtsstaatlichkeit,angeblich,verhelfen,Einwanderer,strikt,illegal,Schweizer,Zukunft,Verfolgung,begrenzen,Hälfte,Mandat,Toleranz,Wort
463,julian-eder,Julian Eder,DIE LINKE,Wetterau I,323.9059,799.9473,0.0,0.03463611368864665,0.007605422703936859,0.016757486180993188,0.07175099556755468,Gesellschaft,niemand,Krieg,Armut,kämpfen,exportieren,Flüchtlingsheim,brennen,Nazi,Bombe,Umweltzerstörung,Tod,fliehen,Hetze,Geschäft,leben,zerstören,Aufrüstung,stecken,arm,kurz,Rechts,Waffe,Ausbeutung,bedrohen,fast,Profit,sagen,Prozent,Miete,Lebensgrundlage,zahlen,führen,Dafür,eigen,gleich,Geld,Welt,Chance,sozial
464,gonul-eglence,Gönül Eglence,DIE GRÜNEN,Essen II,44.160324,598.5668,0.005255832603891925,0.010776570684211112,0.03594736700946536,0.015565878558639591,0.012256964452665131,innen,Einwanderungsgesellschaft,bürger,Einwanderungsland,stärken,lokal,darauf,Seite,Grenze,nationalstaatlichen,internationalistischer,brückenbauer,diktatorisch,relevanten,beruhen,innenrechte,autokratisch,temporär,ggf,hören,gemeinsam,zeichnen,beantworten,wiederholen,Regime,zivilgesellschaftlich,ungeachtet,ethnisch,Integrationspolitik,progressiv,teilen,Hierzu,Gesellschaftspolitik,Fehler,Zivilgesellschaft,Akteur,vorbereiten,globalisiert,Welt,Chance
465,gerold-otten,Gerold Otten,AfD,München-Land,-630.0082,5.0484977,0.0,0.0,0.03873125262624126,0.006957632362140594,0.01151145580517003,Leitsatz,Verteidigungspolitik,Schwerpunktthema,unkontrolliert,Volksabstimmungen,völlig,außen,ausrichten,Sicherheitspolitik,Rahmenbedingung,Bundesebene,entstehen,Zuwanderung,Außenpolitik,stoppen,erreichen,Einführung,gestalten,Interesse,Unternehmen,Arbeitsplatz,Ziel,gewünscht,gewöhnen,gewährleisten,gewähren,gesteuerte,gewähltes,gewählt,gewiß,gewaltig,gesunde,gewiss,gesundheitlich,gewinnen,getrennt,gewerkschaftlich,gewaltbereiten,gesund,gewaltsam
466,jurgen-loos,Jürgen Loos,ÖDP,Fürstenfeldbruck,-873.75616,415.37616,0.0,0.0,0.114951995142869,0.017795323699232955,0.0,zukünfigen,Bürgerentscheide,ehrlich,wünschen,Bundesebene,direkt,Lebensgrundlage,Erhalt,treten,Entscheidung,möglich,Demokratie,gewerkschaftlich,gewählt,gewährleisten,gewähren,gewiß,gewiss,gewinnen,gewähltes,gewaltsam,000,gewaltbereiten,getrennt,gewöhnen,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,gesetzeswidrig,gesellschaftlich,gewaltig,gesundheitlich,giftig,gezielt,großzügig
467,frigga-wendt,Frigga Wendt,Parteilos,Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost,-606.38556,534.1071,0.0070951506135698795,0.010190970523433962,0.05339605081742994,0.008021948864733609,0.0,ja,genau,gehorsam,beraten,Begrenzunge,Na,Grundrecht,sagen,können,Mitmachen,persönlich,zugunsten,stimmen,bestimmt,Menschheit,schon,Lobbyismus,Menschenrecht,mal,schlecht,ebenso,Solidarität,abgeordneter,natürlich,halten,schauspiel,bloggen,naturvorkommen,deutungshoheit,brav,überhäufe,müsst,investigativer,ressourcenbasierte,jetziger,blogspo,sarkastisch,anstößigen,org,wiedererlangt
468,susanne-ferschl,Susanne Ferschl,DIE LINKE,Ostallgäu,1108.9857,5.187786,0.0,0.16893394390681582,0.0,0.0,0.18871151898895488,Werkverträge,Kürze,Wofür,12,Uni,050,gebührenfrei,Bildungschance,Befristungen,Rüstungsexport,Mindestrente,Profit,Leiharbeit,Mindestlohn,Kita,friedlich,Altersarmut,solidarisch,schützen,Lohn,gleich,Rente,Gesellschaft,Kind,Arbeit,gewöhnen,gewünscht,gewähltes,gewährleisten,gewähren,großkonzerne,gewiß,gewiss,gezielt,gewerkschaftlich,gewaltsam,gewaltig,gewaltbereiten,getrennt,grundlegend
469,jochen-lobnig,Jochen Lobnig,PIRATEN,Krefeld II - Wesel II,665.6015,5.32214,0.05501562533762471,0.03921373457031235,0.01588489135768653,0.0,0.07660854825230748,benötigen,Leiharbeit,perönlichen,tarifbeschäftigte,pflegebedürftigter,umstellen,exzellenten,Übergangslösung,Enquete,Wegen,Kommission,ausgleichen,Konvention,rauf,pflegend,ausreichen,Intervention,studieren,Automatisierung,Krisengebiet,geflüchteter,sowie,Sozialleistung,definieren,Pflegekraft,Vollzeit,BGE,greifen,Migration,militärisch,bilden,insgesamt,Gesundheitssystem,Technik,völlig,UN,besteuern,kontrollieren,Kind,reformieren
470,johannes-dallheimer,Johannes Dallheimer,FDP,Ansbach,-75.87418,-612.62946,0.024245636800973684,0.05434701725719597,0.04771402050851962,0.00580119536990136,0.012706620279286452,Ansbach,Mexiko,abgeordneter,digitalisieren,identifizieren,schon,Bundesvorsitzender,abwarten,adoptieren,Unternehmen,stellen,Unterversorgung,wunderschön,belohnen,Optimismus,ländliche,anziehen,Region,Tourist,Bein,liberale,deutsch,Baden,Württemberg,hingegen,marode,unzureichend,einsetzen,Lehrerin,solide,sanieren,arbeitend,sodass,Ruhe,lebendig,Meinungsfreiheit,Weiche,selber,Bildungspolitik,Fuß
471,renate-alt,Renata Alt,FDP,Nürtingen,-615.4659,128.52852,0.0,0.019767585906618854,0.07300176642297529,0.0,0.0,EU,östlich,krisengebiete,gesteuerte,Waffenlieferungen,religiösen,Kooperation,stärkere,intensivieren,Verständnis,Nachbar,Position,Freihandel,Gespräch,NATO,Russland,kontrollieren,außen,vorantreiben,Sicherheitspolitik,Zusammenarbeit,Zuwanderung,Außenpolitik,Reform,Schwerpunkt,nutzen,europäisch,bleiben,stärken,Chance,schaffen,gesund,gewählt,gewähltes,gewaltbereiten,gesunde,gewiss,gewinnen,gewerkschaftlich,gewähren
472,giesela-brandes-steggewentz,Giesela Brandes-Steggewentz,DIE LINKE,Stadt Osnabrück,642.71515,169.77524,0.0,0.04413304750406321,0.006566611130038092,0.01176754413758654,0.08579068300611871,Atomausstieg,Niedersachsen,Pflege,brennelementen,starr,tatkräftig,Zuwendung,Langzeitarbeitslosigkeit,Wunde,stützen,mittlerem,Pflegepersonal,ergeben,untergraben,darunter,Finger,krank,Arbeitszeitverkürzung,Zeit,Inklusion,betroffener,nennen,Situation,Behinderung,unten,Produktion,oben,Initiative,Arbeit,Sicht,legen,teuer,40,bestehend,grundlegend,Umverteilung,Umsetzung,ÖPNV,Anteil,niedrig
473,verena-thummel,Verena Thümmel,Bündnis C,Hof,579.0862,138.59879,0.0,0.11778071048581,0.021612802213893,0.007046831352891205,0.007745455582682941,konkret,Kind,Schutz,Frau,Förderung,Erleichterung,adoptieren,vorliegen,42,psychologisch,Paar,offiziell,selbständig,Versprechung,verheiraten,keinerlei,behinderter,Post,entlohnen,Erziehungsgehalt,Wofür,Krankheit,Tod,Krankenkasse,schwach,Name,anbieten,Geburt,anerkennen,Gesellschaft,gezielt,kümmern,zweiter,vernünftig,lehnen,Hilfe,erst,Klasse,Konzept,Kraft
474,marcel-duda,Marcel Duda,DIE GRÜNEN,Cuxhaven - Stade II,178.6642,-364.90067,0.03783949741421568,0.018163624125057787,0.04472284385966602,0.08664095147369197,0.06981013562599671,Zukunft,Krise,schrumpfen,europäisch,Lebensraum,verteidigen,grün,Bundesregierung,Klimakatastrophe,Wirtschaft,Europa,Investition,setzen,gefährden,Jahrhundert,längst,Dafür,zukunftsfähig,Erde,Sozialstaat,Staat,schaffen,Herausforderung,Idee,stoppen,handeln,investieren,erreichen,international,schlagartig,teil,dreckig,armutsfesten,innovative,zusammengestutzt,rechtspopulisten,zusammenhängende,nachfolgende,nachzieht,Wohlstand
475,paul-ziemiak,Paul Ziemiak,CDU,Herne - Bochum II,877.90765,-102.997375,0.0,0.13695862200975062,0.0,0.0,0.015083050014996024,Ausbildung,ausgeglichen,tilgen,akademischen,Solide,duale,gerechteres,schwarz,Wand,Erwerb,Steuersystem,vier,Haushalt,Schuld,Finanz,niedrig,Kitas,ausbauen,Eltern,beim,Unterstützung,Steuer,eigen,unterstützen,Familie,gewaltig,gewählt,großkonzerne,griechisch,gewiss,gewinnen,gewerkschaftlich,gewaltsam,gewiß,gläserne,gesunde,getrennt,gesundheitlich,gewähltes,gesund
476,klaus-brinkmann,Klaus Brinkmann,DIE LINKE,Gifhorn - Peine,1125.5194,482.2623,0.011217446904230832,0.03171341985327564,0.037151792628964696,0.0026947024300175127,0.2194252542287176,Rentner,Euro,Republik,Ungerechtigkeit,beschäftigter,sozial,aktuell,stark,Wohnraum,nahverkehr,scharf,solidarisch,erwirken,spezialisieren,Breitbandnetz,ankurbeln,Organisierung,funktionierendes,prima,Klaus,kaputt,Thema,Investitionsprogramm,Betriebs,Wirtschaftsmodell,zeitnah,rasch,ansprechen,Sektor,Rand,entfernen,Zweiklassenmedizin,Geld,statt,primär,Verstoß,historisch,Schuldenbremse,Grüßen,gewerkschaftlich
477,thomas-cohnen,Dr. Thomas Cohnen,Neue Liberale,Neustadt - Speyer,-1122.4706,254.56898,0.03130849111092728,0.011762596326887862,0.13998871403896745,0.00194203433039734,0.04009233469103687,Leitkultur,Europa,Gemeinwohlaufgabe,daher,anstatt,europäisch,finanzieren,Rechts,sogenannter,verbinden,zugleich,Sozialstaat,Finanzierung,Dabei,Grundgesetz,Kultur,lang,Bürger,zukunftsprojekt,zusammenfassen,diskreditieren,anzudichten,symbolisieren,Steuer,Humanismus,Leistungsfähigkeit,verändert,Fortsetzung,Gegebenheit,Absicht,widersprechen,Wettbewerbsnachteil,Solidarisches,Wettbewerbsfähigkeit,Streben,erbschaften,Intensivierung,sämtliche,unbürokratisch,umfangreich
478,christoph-raabs,Christoph Raabs,ÖDP,Coburg,-699.9196,15.11469,0.028499704598149864,0.045629405355532775,0.043214624134127584,0.03261098746512285,0.0,wegwerfprodukten,zwangsmitgliedschaften,Kammer,geradezu,IHK,Lobby,fossil,vollenden,jenseits,mehrheitlich,Auflösung,voranzubringen,selbständig,Herstellung,Wohle,ÖDP,aufhören,entgegenwirken,Großteil,Gefühl,Enkel,Verband,jeglicher,beeinflussen,Gründung,Planet,voran,betreiben,angehen,Zudem,ja,bestimmen,verschieden,Art,Konzern,denken,beenden,stoppen,Mobilität,Energiewende
479,angelika-stoof,Angelika Stoof,Parteilos,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,401.2476,762.47394,0.0,0.010974922574332632,0.005539806001282006,0.0,0.08428765427883309,Behinderung,möchte,inklusive,Lebensbereich,vermeintlich,Herzensangelegenheit,Dagegen,unternehmen,Schwerpunktthema,sozial,Herstellung,gleichberechtigt,Barriere,Themenfeld,hinnehmen,schwache,ehrenamt,Kandidatur,Zustand,Kinderarmut,verwirklichen,Gesellschaft,selbstbestimmt,kulturell,kennen,täglich,besonderer,Art,dabei,Möglichkeit,aktiv,Wohnraum,Alter,Stimme,kämpfen,Dafür,viele,Gerechtigkeit,Zeit,Leben
480,alexander-arpaschi,Alexander Arpaschi,AfD,Karlsruhe-Land,-1019.1137,253.20941,0.0,0.0,0.159139226084719,0.0,0.0031718697687233106,Reform,Rettung,Einwanderung,Themengebiet,Banken,Föderalismus,Gesetzgebung,Länderfinanzausgleich,Gewicht,Griechenland,Bezug,Institution,Rechtsstaatlichkeit,Massen,erwirtschaften,Steuergeld,Wiederherstellung,Steuersystem,Sozialsystem,Krise,Ebene,Asyl,Gemeinde,direkt,Einführung,EU,bekommen,Euro,Stadt,Demokratie,Staat,leben,Bürger,gewährleisten,gewähren,grenzüberschreitend,gewähltes,gewählt,griechisch,gewiß
481,heike-baehrens,Heike Baehrens,SPD,Göppingen,364.8125,450.18958,0.010905033894279234,0.0,0.053050248230350684,0.0,0.02789832955600956,würdevolle,rasch,Bewältigung,ringen,Bereitschaft,Strukturwandel,Gerechtigkeit,Garant,Krankheit,Stabilität,sowie,Arbeitswelt,Behinderung,Besteuerung,Anliegen,orientieren,daran,engagieren,erfolgreich,Solidarität,Bürokratie,handeln,Lösung,weniger,Alter,Pflege,Ausbau,gemeinsam,Freiheit,bleiben,Infrastruktur,Frieden,gerecht,Demokratie,Sicherheit,setzen,stark,glauben,glasfaser,genauso
482,dr-manfred-dietrich,Dr. Manfred Dietrich,FDP,Frankfurt (Oder) - Oder-Spree,-621.5227,-718.58966,0.1399606041198127,0.0840045930887739,0.004354971433302246,0.02659289837344638,0.03354860946653805,Ausstattung,bssere,Ansatz,Justiz,Polizist,Lehrer,Marktwirtschaft,Umsetzung,Energiewende,schnell,Digitalisierung,besonders,Schule,Sicherheit,neu,Bildung,sozial,greifen,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,gewaltsam,gewaltbereiten,gewähltes,getrennt,gesundheitlich,großzügig,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,grundeinkommen,gewaltig,gewähren
483,melanie-bernstein,Melanie Bernstein,CDU,Plön - Neumünster,529.7787,-611.481,0.029343295843397312,0.15157939085868802,0.0213551596583478,0.0,0.035864459806501686,bundeseinheitlich,Altern,Bildungsstandard,solide,Jung,Familie,Generationengerechtigkeit,Bildungschance,ungerecht,angehörige,Daseinsvorsorge,finanzieren,abbauen,flexibel,Kinderbetreuung,Haus,Respekt,Schuld,Angebot,Rentenniveau,Bundeswehr,Kitas,Polizei,Straße,ländlich,bezahlbar,alt,Internet,Heimat,Kommune,Unterstützung,Wert,Pflege,Gesetz,schnell,Raum,endlich,Geld,hoch,Zeit
484,johanna-uekermann,Johanna Uekermann,SPD,Straubing,-204.05199,-561.24725,0.04577335358295642,0.07380483101492379,0.01995817545180853,0.0,0.07367232865109953,Privatleben,überzeugt,grundlos,solidarisches,Wochenarbeitszeit,Thema,zugute,befristet,Bein,Arbeitsleben,Schreiben,Auszubildender,Absenkung,sanieren,vereinfachen,fünf,Ding,gebührenfrei,Arbeitsverhältnis,weiterentwickeln,Weiterbildung,flexibel,wünschen,beschäftigter,Miteinander,gerne,Nahverkehr,Verbot,beruflich,Rentenniveau,flächendeckend,regional,Kitas,Straße,investieren,Internet,Alter,Generation,schnell,Einführung
485,jan-deboy,Jan Deboy,SPD,Groß-Gerau,305.80545,488.29315,0.0,0.046885847878538486,0.04779565050790502,0.036834221068697874,0.03259539882771404,begegne,Hausbesuch,Präsenz,Gesundheitsschutz,ansprechbar,Mitmensch,Augenhöhe,laufen,setzen,erfahren,Dadurch,lebenswerte,Vater,Sicht,bewegen,kümmern,falsch,darum,verbessern,einfach,beim,halten,dabei,Bürgerin,Ort,Wahlkreis,Umwelt,jung,Deshalb,Gerechtigkeit,Welt,Leben,leben,Kind,Bürger,sozial,ggf,gezielt,gemeinsam,gewünscht
486,harald-hermann,Harald Hermann,PIRATEN,Stuttgart II,-343.34482,154.14043,0.02464710148443311,0.034222658672306575,0.03746551082725531,0.0,0.025539609453916413,Youtube,BGE,Weiterentwicklung,links,befreien,Wissenschaft,Selbstbestimmung,Sozialstaat,Grundeinkommen,Unterstützung,demokratisch,neu,gewaltsam,gewählt,gewinnen,gewerkschaftlich,gewähltes,gewähren,gewiss,gewiß,000,gewaltbereiten,gewährleisten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,gewaltig,gewöhnen,ggf,gezielt,grundeinkommen,großzügig,großkonzerne
487,katharina-grassler,Katharina Grassler,PIRATEN,Regensburg,-1160.423,475.73715,0.0,0.0,0.1606621781225827,0.0,0.0,Datenschutz,bekommen,Transparenz,Wer,wem,Foto,einladen,Sitzung,Mitbestimmungsrecht,direkte,Smartphone,interessant,Demokratie,gern,besuchen,Information,Partner,Nein,Warum,eigentlich,Firma,sprechen,Tag,davon,direkt,Politiker,zeigen,Straße,letzter,Thema,ganz,einsetzen,Staat,Bürger,gewähren,gesteuerte,gewähltes,getrennt,gewaltbereiten,gewählt
488,frank-aumeier,Frank Aumeier,FREIE WÄHLER,Schwandorf,366.6844,-735.5528,0.007904938780783887,0.07135554483461466,0.011534796227327872,0.0,0.0483868708345916,helfen,ländlich,Leistungsfähigkeit,humanitäre,Familienfreundliche,Rentengerechtigkeit,Altersrente,modernes,schaffen,Beitragsjahr,45,Handwerk,Vereinbarkeit,voll,Perspektive,Fluchtursache,Hilfe,dadurch,Einwanderungsgesetz,Leistung,Mittelstand,leisten,Flüchtling,Beruf,bekämpfen,Kommune,sorgen,Gesetz,Ort,Raum,sichern,klar,unterstützen,Infrastruktur,fördern,stärken,Familie,Rente,ideal,gewährleisten
489,hans-werner-kammer,Hans- Kammer,CDU,Friesland - Wilhelmshaven - Wittmund,83.81601,-714.02515,0.03307696923837847,0.017828943921578945,0.01800022641732595,0.0,0.007496934007758394,renzfähigkeit,richtungsweisende,Stimme,Wahlperiode,Ansporn,ten,Region,Direktmandat,aussehen,erneut,Führung,meistern,bitten,Angela,lebenswerten,Zukunft,Umfeld,Merkel,vorantreiben,Anliegen,bestimmen,vertrauen,September,erfolgreich,2017,Reform,Beitrag,leisten,nächster,Herausforderung,24,treten,Unterstützung,Berlin,Wahlkreis,Arbeitsplatz,Dafür,sicher,viele,bleiben
490,nico-wehnemann,Dr. h.c. Nico Wehnemann,DIE PARTEI,Frankfurt am Main I,-504.35034,-200.26619,0.01266753154852689,0.0074088442674229565,0.0271824133604622,0.004808704820322773,0.010623340096351548,Wahlkreis,Earthline,Frankfurter,Frankfurt,völlig,Wohnraum,Steinbach,erster,PARTEI,rar,wissen,schon,umgestalten,Neuordnung,geordneten,Römer,einstig,Bauland,Erika,Trümmer,sicher,einziehen,Wohnungspolitik,Hauptbahnhof,offiziell,würdigen,Dame,knapp,Herr,öffnen,versprechen,lebenswerten,Bezahlbarer,stimmen,wenigen,neu,Warum,Sicht,fühlen,fragen
